serie_folder	set_folder	branch_name	card_count	path_count	paths_json	serie_id	set_id	pr_status	pr_url
Sun & Moon	SM Black Star Promos	pr/Sun-Moon-SM-Black-Star-Promos	244	244	["data/Sun & Moon/SM Black Star Promos/SM01.ts", "data/Sun & Moon/SM Black Star Promos/SM02.ts", "data/Sun & Moon/SM Black Star Promos/SM03.ts", "data/Sun & Moon/SM Black Star Promos/SM04.ts", "data/Sun & Moon/SM Black Star Promos/SM05.ts", "data/Sun & Moon/SM Black Star Promos/SM06.ts", "data/Sun & Moon/SM Black Star Promos/SM07.ts", "data/Sun & Moon/SM Black Star Promos/SM08.ts", "data/Sun & Moon/SM Black Star Promos/SM09.ts", "data/Sun & Moon/SM Black Star Promos/SM10.ts", "data/Sun & Moon/SM Black Star Promos/SM100.ts", "data/Sun & Moon/SM Black Star Promos/SM101.ts", "data/Sun & Moon/SM Black Star Promos/SM102.ts", "data/Sun & Moon/SM Black Star Promos/SM103.ts", "data/Sun & Moon/SM Black Star Promos/SM104.ts", "data/Sun & Moon/SM Black Star Promos/SM105.ts", "data/Sun & Moon/SM Black Star Promos/SM106.ts", "data/Sun & Moon/SM Black Star Promos/SM107.ts", "data/Sun & Moon/SM Black Star Promos/SM108.ts", "data/Sun & Moon/SM Black Star Promos/SM109.ts", "data/Sun & Moon/SM Black Star Promos/SM11.ts", "data/Sun & Moon/SM Black Star Promos/SM110.ts", "data/Sun & Moon/SM Black Star Promos/SM111.ts", "data/Sun & Moon/SM Black Star Promos/SM112.ts", "data/Sun & Moon/SM Black Star Promos/SM113.ts", "data/Sun & Moon/SM Black Star Promos/SM114.ts", "data/Sun & Moon/SM Black Star Promos/SM115.ts", "data/Sun & Moon/SM Black Star Promos/SM116.ts", "data/Sun & Moon/SM Black Star Promos/SM117.ts", "data/Sun & Moon/SM Black Star Promos/SM118.ts", "data/Sun & Moon/SM Black Star Promos/SM119.ts", "data/Sun & Moon/SM Black Star Promos/SM12.ts", "data/Sun & Moon/SM Black Star Promos/SM120.ts", "data/Sun & Moon/SM Black Star Promos/SM121.ts", "data/Sun & Moon/SM Black Star Promos/SM122.ts", "data/Sun & Moon/SM Black Star Promos/SM123.ts", "data/Sun & Moon/SM Black Star Promos/SM124.ts", "data/Sun & Moon/SM Black Star Promos/SM125.ts", "data/Sun & Moon/SM Black Star Promos/SM126.ts", "data/Sun & Moon/SM Black Star Promos/SM127.ts", "data/Sun & Moon/SM Black Star Promos/SM128.ts", "data/Sun & Moon/SM Black Star Promos/SM129.ts", "data/Sun & Moon/SM Black Star Promos/SM13.ts", "data/Sun & Moon/SM Black Star Promos/SM130.ts", "data/Sun & Moon/SM Black Star Promos/SM131.ts", "data/Sun & Moon/SM Black Star Promos/SM132.ts", "data/Sun & Moon/SM Black Star Promos/SM133.ts", "data/Sun & Moon/SM Black Star Promos/SM134.ts", "data/Sun & Moon/SM Black Star Promos/SM135.ts", "data/Sun & Moon/SM Black Star Promos/SM136.ts", "data/Sun & Moon/SM Black Star Promos/SM137.ts", "data/Sun & Moon/SM Black Star Promos/SM138.ts", "data/Sun & Moon/SM Black Star Promos/SM139.ts", "data/Sun & Moon/SM Black Star Promos/SM14.ts", "data/Sun & Moon/SM Black Star Promos/SM140.ts", "data/Sun & Moon/SM Black Star Promos/SM141.ts", "data/Sun & Moon/SM Black Star Promos/SM142.ts", "data/Sun & Moon/SM Black Star Promos/SM143.ts", "data/Sun & Moon/SM Black Star Promos/SM144.ts", "data/Sun & Moon/SM Black Star Promos/SM145.ts", "data/Sun & Moon/SM Black Star Promos/SM146.ts", "data/Sun & Moon/SM Black Star Promos/SM147.ts", "data/Sun & Moon/SM Black Star Promos/SM148.ts", "data/Sun & Moon/SM Black Star Promos/SM149.ts", "data/Sun & Moon/SM Black Star Promos/SM15.ts", "data/Sun & Moon/SM Black Star Promos/SM150.ts", "data/Sun & Moon/SM Black Star Promos/SM151.ts", "data/Sun & Moon/SM Black Star Promos/SM152.ts", "data/Sun & Moon/SM Black Star Promos/SM153.ts", "data/Sun & Moon/SM Black Star Promos/SM154.ts", "data/Sun & Moon/SM Black Star Promos/SM155.ts", "data/Sun & Moon/SM Black Star Promos/SM156.ts", "data/Sun & Moon/SM Black Star Promos/SM157.ts", "data/Sun & Moon/SM Black Star Promos/SM158.ts", "data/Sun & Moon/SM Black Star Promos/SM159.ts", "data/Sun & Moon/SM Black Star Promos/SM16.ts", "data/Sun & Moon/SM Black Star Promos/SM160.ts", "data/Sun & Moon/SM Black Star Promos/SM161.ts", "data/Sun & Moon/SM Black Star Promos/SM162.ts", "data/Sun & Moon/SM Black Star Promos/SM163.ts", "data/Sun & Moon/SM Black Star Promos/SM164.ts", "data/Sun & Moon/SM Black Star Promos/SM165.ts", "data/Sun & Moon/SM Black Star Promos/SM166.ts", "data/Sun & Moon/SM Black Star Promos/SM167.ts", "data/Sun & Moon/SM Black Star Promos/SM168.ts", "data/Sun & Moon/SM Black Star Promos/SM169.ts", "data/Sun & Moon/SM Black Star Promos/SM17.ts", "data/Sun & Moon/SM Black Star Promos/SM170.ts", "data/Sun & Moon/SM Black Star Promos/SM171.ts", "data/Sun & Moon/SM Black Star Promos/SM172.ts", "data/Sun & Moon/SM Black Star Promos/SM173.ts", "data/Sun & Moon/SM Black Star Promos/SM174.ts", "data/Sun & Moon/SM Black Star Promos/SM175.ts", "data/Sun & Moon/SM Black Star Promos/SM176.ts", "data/Sun & Moon/SM Black Star Promos/SM177.ts", "data/Sun & Moon/SM Black Star Promos/SM178.ts", "data/Sun & Moon/SM Black Star Promos/SM179.ts", "data/Sun & Moon/SM Black Star Promos/SM18.ts", "data/Sun & Moon/SM Black Star Promos/SM180.ts", "data/Sun & Moon/SM Black Star Promos/SM181.ts", "data/Sun & Moon/SM Black Star Promos/SM182.ts", "data/Sun & Moon/SM Black Star Promos/SM183.ts", "data/Sun & Moon/SM Black Star Promos/SM184.ts", "data/Sun & Moon/SM Black Star Promos/SM185.ts", "data/Sun & Moon/SM Black Star Promos/SM186.ts", "data/Sun & Moon/SM Black Star Promos/SM187.ts", "data/Sun & Moon/SM Black Star Promos/SM188.ts", "data/Sun & Moon/SM Black Star Promos/SM189.ts", "data/Sun & Moon/SM Black Star Promos/SM19.ts", "data/Sun & Moon/SM Black Star Promos/SM190.ts", "data/Sun & Moon/SM Black Star Promos/SM191.ts", "data/Sun & Moon/SM Black Star Promos/SM192.ts", "data/Sun & Moon/SM Black Star Promos/SM193.ts", "data/Sun & Moon/SM Black Star Promos/SM194.ts", "data/Sun & Moon/SM Black Star Promos/SM195.ts", "data/Sun & Moon/SM Black Star Promos/SM196.ts", "data/Sun & Moon/SM Black Star Promos/SM197.ts", "data/Sun & Moon/SM Black Star Promos/SM198.ts", "data/Sun & Moon/SM Black Star Promos/SM199.ts", "data/Sun & Moon/SM Black Star Promos/SM20.ts", "data/Sun & Moon/SM Black Star Promos/SM200.ts", "data/Sun & Moon/SM Black Star Promos/SM201.ts", "data/Sun & Moon/SM Black Star Promos/SM202.ts", "data/Sun & Moon/SM Black Star Promos/SM203.ts", "data/Sun & Moon/SM Black Star Promos/SM204.ts", "data/Sun & Moon/SM Black Star Promos/SM205.ts", "data/Sun & Moon/SM Black Star Promos/SM206.ts", "data/Sun & Moon/SM Black Star Promos/SM207.ts", "data/Sun & Moon/SM Black Star Promos/SM208.ts", "data/Sun & Moon/SM Black Star Promos/SM209.ts", "data/Sun & Moon/SM Black Star Promos/SM21.ts", "data/Sun & Moon/SM Black Star Promos/SM210.ts", "data/Sun & Moon/SM Black Star Promos/SM211.ts", "data/Sun & Moon/SM Black Star Promos/SM212.ts", "data/Sun & Moon/SM Black Star Promos/SM213.ts", "data/Sun & Moon/SM Black Star Promos/SM214.ts", "data/Sun & Moon/SM Black Star Promos/SM215.ts", "data/Sun & Moon/SM Black Star Promos/SM216.ts", "data/Sun & Moon/SM Black Star Promos/SM217.ts", "data/Sun & Moon/SM Black Star Promos/SM218.ts", "data/Sun & Moon/SM Black Star Promos/SM219.ts", "data/Sun & Moon/SM Black Star Promos/SM22.ts", "data/Sun & Moon/SM Black Star Promos/SM220.ts", "data/Sun & Moon/SM Black Star Promos/SM221.ts", "data/Sun & Moon/SM Black Star Promos/SM222.ts", "data/Sun & Moon/SM Black Star Promos/SM223.ts", "data/Sun & Moon/SM Black Star Promos/SM224.ts", "data/Sun & Moon/SM Black Star Promos/SM225.ts", "data/Sun & Moon/SM Black Star Promos/SM226.ts", "data/Sun & Moon/SM Black Star Promos/SM227.ts", "data/Sun & Moon/SM Black Star Promos/SM228.ts", "data/Sun & Moon/SM Black Star Promos/SM229.ts", "data/Sun & Moon/SM Black Star Promos/SM23.ts", "data/Sun & Moon/SM Black Star Promos/SM230.ts", "data/Sun & Moon/SM Black Star Promos/SM231.ts", "data/Sun & Moon/SM Black Star Promos/SM232.ts", "data/Sun & Moon/SM Black Star Promos/SM233.ts", "data/Sun & Moon/SM Black Star Promos/SM234.ts", "data/Sun & Moon/SM Black Star Promos/SM235.ts", "data/Sun & Moon/SM Black Star Promos/SM236.ts", "data/Sun & Moon/SM Black Star Promos/SM237.ts", "data/Sun & Moon/SM Black Star Promos/SM238.ts", "data/Sun & Moon/SM Black Star Promos/SM239.ts", "data/Sun & Moon/SM Black Star Promos/SM24.ts", "data/Sun & Moon/SM Black Star Promos/SM240.ts", "data/Sun & Moon/SM Black Star Promos/SM241.ts", "data/Sun & Moon/SM Black Star Promos/SM242.ts", "data/Sun & Moon/SM Black Star Promos/SM243.ts", "data/Sun & Moon/SM Black Star Promos/SM244.ts", "data/Sun & Moon/SM Black Star Promos/SM25.ts", "data/Sun & Moon/SM Black Star Promos/SM26.ts", "data/Sun & Moon/SM Black Star Promos/SM27.ts", "data/Sun & Moon/SM Black Star Promos/SM28.ts", "data/Sun & Moon/SM Black Star Promos/SM29.ts", "data/Sun & Moon/SM Black Star Promos/SM30.ts", "data/Sun & Moon/SM Black Star Promos/SM31.ts", "data/Sun & Moon/SM Black Star Promos/SM32.ts", "data/Sun & Moon/SM Black Star Promos/SM33.ts", "data/Sun & Moon/SM Black Star Promos/SM34.ts", "data/Sun & Moon/SM Black Star Promos/SM35.ts", "data/Sun & Moon/SM Black Star Promos/SM36.ts", "data/Sun & Moon/SM Black Star Promos/SM37.ts", "data/Sun & Moon/SM Black Star Promos/SM38.ts", "data/Sun & Moon/SM Black Star Promos/SM39.ts", "data/Sun & Moon/SM Black Star Promos/SM40.ts", "data/Sun & Moon/SM Black Star Promos/SM41.ts", "data/Sun & Moon/SM Black Star Promos/SM42.ts", "data/Sun & Moon/SM Black Star Promos/SM43.ts", "data/Sun & Moon/SM Black Star Promos/SM44.ts", "data/Sun & Moon/SM Black Star Promos/SM45.ts", "data/Sun & Moon/SM Black Star Promos/SM46.ts", "data/Sun & Moon/SM Black Star Promos/SM47.ts", "data/Sun & Moon/SM Black Star Promos/SM48.ts", "data/Sun & Moon/SM Black Star Promos/SM49.ts", "data/Sun & Moon/SM Black Star Promos/SM50.ts", "data/Sun & Moon/SM Black Star Promos/SM51.ts", "data/Sun & Moon/SM Black Star Promos/SM52.ts", "data/Sun & Moon/SM Black Star Promos/SM53.ts", "data/Sun & Moon/SM Black Star Promos/SM54.ts", "data/Sun & Moon/SM Black Star Promos/SM55.ts", "data/Sun & Moon/SM Black Star Promos/SM56.ts", "data/Sun & Moon/SM Black Star Promos/SM57.ts", "data/Sun & Moon/SM Black Star Promos/SM58.ts", "data/Sun & Moon/SM Black Star Promos/SM59.ts", "data/Sun & Moon/SM Black Star Promos/SM60.ts", "data/Sun & Moon/SM Black Star Promos/SM61.ts", "data/Sun & Moon/SM Black Star Promos/SM62.ts", "data/Sun & Moon/SM Black Star Promos/SM63.ts", "data/Sun & Moon/SM Black Star Promos/SM64.ts", "data/Sun & Moon/SM Black Star Promos/SM65.ts", "data/Sun & Moon/SM Black Star Promos/SM66.ts", "data/Sun & Moon/SM Black Star Promos/SM67.ts", "data/Sun & Moon/SM Black Star Promos/SM68.ts", "data/Sun & Moon/SM Black Star Promos/SM69.ts", "data/Sun & Moon/SM Black Star Promos/SM70.ts", "data/Sun & Moon/SM Black Star Promos/SM71.ts", "data/Sun & Moon/SM Black Star Promos/SM72.ts", "data/Sun & Moon/SM Black Star Promos/SM73.ts", "data/Sun & Moon/SM Black Star Promos/SM74.ts", "data/Sun & Moon/SM Black Star Promos/SM75.ts", "data/Sun & Moon/SM Black Star Promos/SM76.ts", "data/Sun & Moon/SM Black Star Promos/SM77.ts", "data/Sun & Moon/SM Black Star Promos/SM78.ts", "data/Sun & Moon/SM Black Star Promos/SM79.ts", "data/Sun & Moon/SM Black Star Promos/SM80.ts", "data/Sun & Moon/SM Black Star Promos/SM81.ts", "data/Sun & Moon/SM Black Star Promos/SM82.ts", "data/Sun & Moon/SM Black Star Promos/SM83.ts", "data/Sun & Moon/SM Black Star Promos/SM84.ts", "data/Sun & Moon/SM Black Star Promos/SM85.ts", "data/Sun & Moon/SM Black Star Promos/SM86.ts", "data/Sun & Moon/SM Black Star Promos/SM87.ts", "data/Sun & Moon/SM Black Star Promos/SM88.ts", "data/Sun & Moon/SM Black Star Promos/SM89.ts", "data/Sun & Moon/SM Black Star Promos/SM90.ts", "data/Sun & Moon/SM Black Star Promos/SM91.ts", "data/Sun & Moon/SM Black Star Promos/SM92.ts", "data/Sun & Moon/SM Black Star Promos/SM93.ts", "data/Sun & Moon/SM Black Star Promos/SM94.ts", "data/Sun & Moon/SM Black Star Promos/SM95.ts", "data/Sun & Moon/SM Black Star Promos/SM96.ts", "data/Sun & Moon/SM Black Star Promos/SM97.ts", "data/Sun & Moon/SM Black Star Promos/SM98.ts", "data/Sun & Moon/SM Black Star Promos/SM99.ts"]	sm	smp	pending	
Sun & Moon	Shining Legends	pr/Sun-Moon-Shining-Legends	1	1	["data/Sun & Moon/Shining Legends/70.ts"]	sm	sm3.5	pending	
Sun & Moon	Team Up	pr/Sun-Moon-Team-Up	19	19	["data/Sun & Moon/Team Up/134.ts", "data/Sun & Moon/Team Up/137.ts", "data/Sun & Moon/Team Up/138.ts", "data/Sun & Moon/Team Up/140.ts", "data/Sun & Moon/Team Up/141.ts", "data/Sun & Moon/Team Up/144.ts", "data/Sun & Moon/Team Up/146.ts", "data/Sun & Moon/Team Up/149.ts", "data/Sun & Moon/Team Up/151.ts", "data/Sun & Moon/Team Up/155.ts", "data/Sun & Moon/Team Up/158.ts", "data/Sun & Moon/Team Up/173.ts", "data/Sun & Moon/Team Up/174.ts", "data/Sun & Moon/Team Up/175.ts", "data/Sun & Moon/Team Up/176.ts", "data/Sun & Moon/Team Up/178.ts", "data/Sun & Moon/Team Up/180.ts", "data/Sun & Moon/Team Up/192.ts", "data/Sun & Moon/Team Up/194.ts"]	sm	sm9	pending	
Sun & Moon	Ultra Prism	pr/Sun-Moon-Ultra-Prism	5	5	["data/Sun & Moon/Ultra Prism/120.ts", "data/Sun & Moon/Ultra Prism/129.ts", "data/Sun & Moon/Ultra Prism/134.ts", "data/Sun & Moon/Ultra Prism/136.ts", "data/Sun & Moon/Ultra Prism/168.ts"]	sm	sm5	pending	
Sun & Moon	Unbroken Bonds	pr/Sun-Moon-Unbroken-Bonds	11	11	["data/Sun & Moon/Unbroken Bonds/169.ts", "data/Sun & Moon/Unbroken Bonds/175.ts", "data/Sun & Moon/Unbroken Bonds/178.ts", "data/Sun & Moon/Unbroken Bonds/181.ts", "data/Sun & Moon/Unbroken Bonds/184.ts", "data/Sun & Moon/Unbroken Bonds/190.ts", "data/Sun & Moon/Unbroken Bonds/209.ts", "data/Sun & Moon/Unbroken Bonds/212.ts", "data/Sun & Moon/Unbroken Bonds/213.ts", "data/Sun & Moon/Unbroken Bonds/230.ts", "data/Sun & Moon/Unbroken Bonds/234.ts"]	sm	sm10	pending	
Sun & Moon	Unified Minds	pr/Sun-Moon-Unified-Minds	7	7	["data/Sun & Moon/Unified Minds/195.ts", "data/Sun & Moon/Unified Minds/203.ts", "data/Sun & Moon/Unified Minds/210.ts", "data/Sun & Moon/Unified Minds/212.ts", "data/Sun & Moon/Unified Minds/213.ts", "data/Sun & Moon/Unified Minds/257.ts", "data/Sun & Moon/Unified Minds/258.ts"]	sm	sm11	pending	
Sword & Shield	Astral Radiance	pr/Sword-Shield-Astral-Radiance	0	1	["data/Sword & Shield/Astral Radiance.ts"]	swsh	swsh10	pending	
Sword & Shield	Battle Styles	pr/Sword-Shield-Battle-Styles	10	10	["data/Sword & Shield/Battle Styles/132.ts", "data/Sword & Shield/Battle Styles/134.ts", "data/Sword & Shield/Battle Styles/140.ts", "data/Sword & Shield/Battle Styles/141.ts", "data/Sword & Shield/Battle Styles/162.ts", "data/Sword & Shield/Battle Styles/163.ts", "data/Sword & Shield/Battle Styles/176.ts", "data/Sword & Shield/Battle Styles/177.ts", "data/Sword & Shield/Battle Styles/182.ts", "data/Sword & Shield/Battle Styles/183.ts"]	swsh	swsh5	pending	
Sword & Shield	Brilliant Stars	pr/Sword-Shield-Brilliant-Stars	0	1	["data/Sword & Shield/Brilliant Stars.ts"]	swsh	swsh9	pending	
Sword & Shield	Celebrations	pr/Sword-Shield-Celebrations	18	18	["data/Sword & Shield/Celebrations/107A.ts", "data/Sword & Shield/Celebrations/109A.ts", "data/Sword & Shield/Celebrations/145A.ts", "data/Sword & Shield/Celebrations/15A4.ts", "data/Sword & Shield/Celebrations/17.ts", "data/Sword & Shield/Celebrations/17A.ts", "data/Sword & Shield/Celebrations/24A.ts", "data/Sword & Shield/Celebrations/54A.ts", "data/Sword & Shield/Celebrations/60A.ts", "data/Sword & Shield/Celebrations/66A.ts", "data/Sword & Shield/Celebrations/73A.ts", "data/Sword & Shield/Celebrations/76A.ts", "data/Sword & Shield/Celebrations/86A.ts", "data/Sword & Shield/Celebrations/88A.ts", "data/Sword & Shield/Celebrations/8A.ts", "data/Sword & Shield/Celebrations/93A.ts", "data/Sword & Shield/Celebrations/97A.ts", "data/Sword & Shield/Celebrations/9A.ts"]	swsh	cel25	pending	
Sword & Shield	Crown Zenith	pr/Sword-Shield-Crown-Zenith	0	1	["data/Sword & Shield/Crown Zenith.ts"]	swsh	swsh12.5	pending	
Sword & Shield	Darkness Ablaze	pr/Sword-Shield-Darkness-Ablaze	5	5	["data/Sword & Shield/Darkness Ablaze/167.ts", "data/Sword & Shield/Darkness Ablaze/174.ts", "data/Sword & Shield/Darkness Ablaze/175.ts", "data/Sword & Shield/Darkness Ablaze/176.ts", "data/Sword & Shield/Darkness Ablaze/201.ts"]	swsh	swsh3	pending	
Sword & Shield	Lost Origin	pr/Sword-Shield-Lost-Origin	0	1	["data/Sword & Shield/Lost Origin.ts"]	swsh	swsh11	pending	
Sword & Shield	Rebel Clash	pr/Sword-Shield-Rebel-Clash	9	9	["data/Sword & Shield/Rebel Clash/162.ts", "data/Sword & Shield/Rebel Clash/163.ts", "data/Sword & Shield/Rebel Clash/171.ts", "data/Sword & Shield/Rebel Clash/172.ts", "data/Sword & Shield/Rebel Clash/173.ts", "data/Sword & Shield/Rebel Clash/174.ts", "data/Sword & Shield/Rebel Clash/191.ts", "data/Sword & Shield/Rebel Clash/202.ts", "data/Sword & Shield/Rebel Clash/209.ts"]	swsh	swsh2	pending	
